id,url,isUse,oauthService,oauthLink,loginLink
11,https://olx.bg,1,Facebook,www.facebook.com/v2.10/dialog/oauth?client_id=372642099481812&state=7b855c90411b005b7fbad2124a6eeacb&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2Fwww.olx.bg%2Faccount%2Ffacebook%2F&scope=email%2Cuser_friends,https://www.olx.bg/account/facebooklogin/?ref%5B0%5D%5Baction%5D=index&ref%5B0%5D%5Bmethod%5D=index
12,https://pickfilm.ru,1,Vk,oauth.vk.com/authorize?scope=email&redirect_uri=http%3A%2F%2Fpickfilm.ru%2Fsocial%2Flogin%2Fvk%2Fauthenticated%2F&client_id=4977993,https://pickfilm.ru/social/login/vk/
13,https://pickfilm.ru,1,Google,accounts.google.com/signin/oauth?client_id=755073812876-o41kc40bo2i7244j294p53ir8idjarff.apps.googleusercontent.com&as=EvqRkVUJ8U2DTKVkY2X1jA&destination=http://pickfilm.ru&approval_state=!ChROTG9PWVBnSjE2NTJHOERFZUZ4ZBIfNF9ZVTluZlNpN1VVSU5vbEVpbVNxcUhWWmJtalpCWQ%E2%88%99ANKMe1QAAAAAW7o1v3rm1co4dPMCw7ABRO4YpN-JVSN-&oauthgdpr=1&xsrfsig=AHgIfE8VFfHQUxanaitupMmUp55fGDjpPA,https://pickfilm.ru/social/login/google/
14,https://sketchfab.com,1,Facebook,www.facebook.com/v2.9/dialog/oauth?state=KHOr4nd3Woq22jwRmgbfJqujCZlFOSsP&client_id=1418631828415333&scope=email&return_scopes=true&redirect_uri=https://sketchfab.com/social/complete/facebook/,https://sketchfab.com/social/login/facebook/
15,https://sketchfab.com,1,Google,accounts.google.com/signin/oauth?client_id=769590127996-doh9fb8ag8u0usf5pre21susic3nvcfn.apps.googleusercontent.com&as=4xwi_PBIeZU22NVV_xUv6g&destination=https://sketchfab.com&approval_state=!ChRYX0tWSXZhcWVtNW0zR0NYZ3Z3ZhIfdzhZWUgtWHhFODRjSU5vbEVpbVNxcUVsSjRDa1pCWQ%E2%88%99ANKMe1QAAAAAW7o47fQ08rGpWk-sYT3qQSNy-OAqpvOa&oauthgdpr=1&xsrfsig=AHgIfE8A8lTGLE-p_XP5eXF8WEi6EOlcig,https://sketchfab.com/social/login/google-plus/
16,https://sketchfab.com,1,Twitter,api.twitter.com/oauth/authenticate?oauth_token=AKcZVQAAAAAAGwGGAAABZkpIEf8&redirect_uri=https%3A%2F%2Fsketchfab.com%2Fsocial%2Fcomplete%2Ftwitter%2F%3Fredirect_state%3DytPLGkHByovsa25N5OtKVjyheOKebnMQ,https://sketchfab.com/social/login/twitter/
17,https://grabcad.com,1,Google,accounts.google.com/signin/oauth?client_id=130935116975.apps.googleusercontent.com&as=kuSesMRRJ_ywReXts38Bdw&destination=https://grabcad.com&approval_state=!ChRtdWlHWi12LUlsQzdMZFNpTDJvZxIfc3dXbnlPWjdzZDhRa013TWpqbVNUV1ZpMzgybVpCWQ%E2%88%99ANKMe1QAAAAAW7pCXCaxWlWavwrFBXuXf_WidAQF1gAx&oauthgdpr=1&xsrfsig=AHgIfE_kJffYFNciiHH7eAJLqkHfUu6A4Q,https://grabcad.com/auth/google_oauth2
18,https://skoob.com.br,1,Facebook,www.facebook.com/v2.7/dialog/oauth?client_id=252371588132802&state=6697b6cf82e25fd255188bb29ec60115&response_type=code&sdk=php-sdk-5.6.2&redirect_uri=https%3A%2F%2Fwww.skoob.com.br%2Flogin%2Ffacebook%2F&scope=email%2Cuser_friends%2Cuser_birthday%2Cuser_location%2Cpublic_profile,https://skoob.com.br/login/facebook/
19,https://ning.com,1,Google,accounts.google.com/signin/oauth?client_id=1093626869299-04stoioeqjfd3ah44osth1avirbu6b2a.apps.googleusercontent.com&as=fToz2zcTApncaoUS4kl6Ww&destination=https://www.ning.com&approval_state=!ChQ0QUdFS0tteUNQRDhRY012Z2NyThIfcy1vZTdhdFB2alFia013TWpqbVNUV1V5ZEZ5b1pCWQ%E2%88%99ANKMe1QAAAAAW7pIvbsAKhdZsI0tYY8nJ0TcncvO3yKR&oauthgdpr=1&xsrfsig=AHgIfE__D40mDCYvqBP1Qp92Nyg1qqoOBw,https://ning.com/oauth/?provider=google
20,https://wantedly.com,1,LinkedIn,www.linkedin.com/oauth/v2/authorization?client_id=r2ln0o8c6sbo&redirect_uri=https%3A%2F%2Fwww.wantedly.com%2Fuser%2Fauth%2Flinkedin%2Fcallback&response_type=code&scope=r_basicprofile+r_emailaddress+w_share&state=571d8b55c571eeba3395c60903a5216bd4c45a206a8abe4f,https://www.wantedly.com/user/auth/linkedin?ref=login_early_signup_prompt
21,https://wantedly.com,1,Facebook,www.facebook.com/v2.3/dialog/oauth?client_id=234170156611754&redirect_uri=https%3A%2F%2Fwww.wantedly.com%2Fuser%2Fauth%2Ffacebook%2Fcallback&response_type=code&scope=email%2Cuser_location%2Cuser_birthday%2Cuser_friends%2Cuser_gender%2Cuser_link&state=b82738643a40b895c2fbba93b174cc8b59499958937bb073,https://www.wantedly.com/user/auth/facebook?ref=login_early_signup_prompt
22,https://wantedly.com,1,LinkedIn,www.linkedin.com/oauth/v2/authorization?client_id=r2ln0o8c6sbo&redirect_uri=https%3A%2F%2Fwww.wantedly.com%2Fuser%2Fauth%2Flinkedin%2Fcallback&response_type=code&scope=r_basicprofile+r_emailaddress+w_share&state=e05e4581d59c76ef250012cb41adbed8a260d14fe36d68b6,https://www.wantedly.com/user/auth/linkedin?ref=simple_signin_early_signup_prompt
23,https://wantedly.com,1,Facebook,www.facebook.com/v2.3/dialog/oauth?client_id=234170156611754&redirect_uri=https%3A%2F%2Fwww.wantedly.com%2Fuser%2Fauth%2Ffacebook%2Fcallback&response_type=code&scope=email%2Cuser_location%2Cuser_birthday%2Cuser_friends%2Cuser_gender%2Cuser_link&state=caf8045aa9f3aaed6910572394fcd475b2a4c6fd62efe10c,https://www.wantedly.com/user/auth/facebook?ref=simple_signin_early_signup_prompt&simple_signin=true
24,https://mindmeister.com,1,Facebook,www.facebook.com/v2.0/dialog/oauth?client_id=285263378164702&redirect_uri=https%3A%2F%2Fwww.mindmeister.com%2Faccount%2Flogin_facebook&scope=email&state=%7B%22scope%22%3A%5B%22email%22%5D%7D,https://mindmeister.com/account/redirect_login_facebook?product=1
25,https://povarenok.ru,1,mail.ru,connect.mail.ru/oauth/authorize?client_id=711765&response_type=code&redirect_uri=http%3A%2F%2Flogin.mediafort.ru%2Foauth%2Fmailrureceiver%2F2c91462b%2F,https://www.povarenok.ru/oauth/mailru/login/?backpath=https://www.povarenok.ru/
26,https://povarenok.ru,1,Google,accounts.google.com/signin/oauth?client_id=109653535672-6t0fcou1k7c2vmj2m5n9i70njs698i6s.apps.googleusercontent.com&as=kkNgUEf6xDJYPO5MXOdtVA&destination=http://login.mediafort.ru&approval_state=!ChQwV0xZNFdESGU2eUF5c1Z6ZlRodBIfbzlWQ0lvY0ZIUTBVSU5vbEVpbVNxcUdGNnBlcFpCWQ%E2%88%99ANKMe1QAAAAAW7pNyR0kkQrP-fnzch1EMsXyF0nMaxTj&oauthgdpr=1&xsrfsig=AHgIfE_8ursq3yeqrTgIHO-MQNEm2OsmEw,https://www.povarenok.ru/oauth/gmail/login/?backpath=https://www.povarenok.ru/
27,https://povarenok.ru,1,Vk,oauth.vk.com/authorize?client_id=4436410&scope=email&redirect_uri=http%3A%2F%2Flogin.mediafort.ru%2Foauth%2Fvkontaktereceiver%2Fc507c041%2F&response_type=code&v=5.21,https://login.mediafort.ru/oauth/vkontakte/povarenok/?backurl=https://www.povarenok.ru/
28,https://tvrain.ru,1,Google,accounts.google.com/signin/oauth?client_id=133370153549-a6g0tq0v2go3jqjrlsg243ffo01cc71p.apps.googleusercontent.com&as=HiK73NoV4aY1s0A5a_jPqA&destination=https://tvrain.ru&approval_state=!ChRPTnQwRnQ3NGprZ0N0eWZheHliUhIfWTJvQnlPNllWcXdlSU5vbEVpbVNxcUdsZXhlclpCWQ%E2%88%99ANKMe1QAAAAAW7pT7NBEioxAFfWCsEmLnWIu_tBCAX99&oauthgdpr=1&xsrfsig=AHgIfE9HBJtysafgu1F9E9F2OfNLyuQuHQ,https://tvrain.ru/site/authexternals/google_oauth/
29,https://hearthpwn.com,1,Twitch,id.twitch.tv/oauth2/authorize?response_type=code&client_id=k1px8w040y1mobt2a6od1gse96zpopw&redirect_uri=https://www.hearthpwn.com/login-callback&scope=user_read%20user_subscriptions%20channel_check_subscription&state=338c37e2-5c06-4545-a67c-1546d17a953b|/&login_type=login,https://api.twitch.tv/kraken/oauth2/authorize?response_type=code&client_id=k1px8w040y1mobt2a6od1gse96zpopw&redirect_uri=https://www.hearthpwn.com/login-callback&scope=user_read user_subscriptions channel_check_subscription&state=338c37e2-5c06-4545-a67c-1546d17a953b|/&login_type=login
30,https://goody25.com,1,Facebook,www.facebook.com/v2.4/dialog/oauth?client_id=476891565804208&state=b10ca61179d4a2c070644529d8823454&response_type=code&sdk=php-sdk-5.0.0&redirect_uri=https%3A%2F%2Fwww.goody25.com%2Ffacebook-login&scope=email,https://www.facebook.com/v2.4/dialog/oauth?client_id=476891565804208&state=b10ca61179d4a2c070644529d8823454&response_type=code&sdk=php-sdk-5.0.0&redirect_uri=https%3A%2F%2Fwww.goody25.com%2Ffacebook-login&scope=email
31,https://doctissimo.fr,1,Facebook,www.facebook.com/v3.0/dialog/oauth?client_id=290600267704798&state=9ab3aa0e76374f3e51b17643e3f481c2&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2Fmoncompte.doctissimo.fr%2Flogin_fb.html&scope=public_profile%2Cemail%2Cuser_friends,https://moncompte.doctissimo.fr/redirect_login_fb.html?referer_url=https://moncompte.doctissimo.fr/login.html
32,https://elespectador.com,1,Facebook,www.facebook.com/v2.2/dialog/oauth?client_id=1558625051112723&state=e30262e5e82a576d2e02f1511669f6db&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2Fwww.elespectador.com%2Fregister-services%2Fuser%2Flogin%2Ffacebook&scope=email,https://www.facebook.com/v2.2/dialog/oauth?client_id=1558625051112723&state=e30262e5e82a576d2e02f1511669f6db&response_type=code&sdk=php-sdk-5.6.3&redirect_uri=https%3A%2F%2Fwww.elespectador.com%2Fregister-services%2Fuser%2Flogin%2Ffacebook&scope=email
33,https://fx678.com,1,Sina Weibo,api.weibo.com/oauth2/authorize?client_id=1391410098&redirect_uri=http%3A%2F%2Fmember.fx678.com%2FCallback%2FsinaCallback&response_type=code,https://api.weibo.com/oauth2/authorize?client_id=1391410098&redirect_uri=http%3A%2F%2Fmember.fx678.com%2FCallback%2FsinaCallback&response_type=code
34,https://fx678.com,1,Wechat,open.weixin.qq.com/connect/qrconnect?appid=wx914b5f386244a58b&redirect_uri=http%3A%2F%2Fmember.fx678.com%2FCallback%2FweChatCallback&response_type=code&scope=snsapi_login&state=123,https://open.weixin.qq.com/connect/qrconnect?appid=wx914b5f386244a58b&redirect_uri=http%3A%2F%2Fmember.fx678.com%2FCallback%2FweChatCallback&response_type=code&scope=snsapi_login&state=123#wechat_redirect
35,https://erome.com,1,Google,accounts.google.com/signin/oauth?client_id=3414710240-mnib3l8mejg8thkh83141uhgn86emt3a.apps.googleusercontent.com&as=Ef5ug9E21jV6Vbo6J6Y8xg&destination=https://www.erome.com&approval_state=!ChR5MTQxV0txVWk2SXV3MGdwbHV1ORIfd180UXBlSlAtSmdma013TWpqbVNUV1V5SkoyclpCWQ%E2%88%99ANKMe1QAAAAAW7pWD4OudSPlRDuS2Fl7fOUzDZu7E48V&oauthgdpr=1&xsrfsig=AHgIfE8vQQK0_gjgjlXFPvJYzXU63Rks6w,https://www.erome.com/login/google
36,https://erome.com,1,Facebook,www.facebook.com/v2.9/dialog/oauth?client_id=589447851443593&redirect_uri=https%3A%2F%2Fwww.erome.com%2Flogin%2Ffacebook%2Fcallback&scope=email&response_type=code&state=Sp5RuzN0GIahqFcqZ8evUtzjgICk0HitVu9JKMc1,https://www.erome.com/login/facebook
37,https://erome.com,1,Twitter,api.twitter.com/oauth/authenticate?oauth_token=Oi8pwgAAAAAA1kolAAABZkq59Oc,https://www.erome.com/login/twitter
38,https://istar.cn,1,Sina Weibo,api.weibo.com/oauth2/authorize?client_id=3597610544&redirect_uri=http%3A%2F%2Fi.istar.cn%2Findex.php%3Fmod%3Dxwb&response_type=code,http://i.istar.cn/index.php?mod=xwb&code=login
39,https://telerik.com,1,Google,accounts.google.com/signin/oauth?client_id=923026736095-84simjmtgkmg61pv9ou83ml3u30ta0op.apps.googleusercontent.com&as=yyRgNJ2k9Lq4Yno2V1nLtg&destination=https://identity.telerik.com&approval_state=!ChRxRlItMG5WenN3bnVKdmdUemlBSxIfUTY2TlpFaWVUUXdUSU5vbEVpbVNxcUZWTC1DclpCWQ%E2%88%99ANKMe1QAAAAAW7pXIjI6EpWnzO1xW12kqDmhv5FYDP8b&oauthgdpr=1&xsrfsig=AHgIfE8x5i_uBxuu430fTUihznjhdXU5wg,https://identity.telerik.com/v2/fed/telerik/authorize?provider=google&client_id=http%3a%2f%2fwww.lean.telerik.com&redirect_uri=https%3a%2f%2fwww.telerik.com%2fsubmit-to-eloqua%2fsendfrompubliclogin%3fReturnUrl%3dhttps%253a%252f%252fwww.telerik.com%252fdownload-login-v2-kendoui%252fthank-you-for-downloading&response_type=code&state=5B045E3D2324F01B832F503B010011E0952F088F636D904C4C2631B3040C1BCA
40,https://telerik.com,1,Yahoo!,api.login.yahoo.com/oauth2/request_auth?response_type=code&client_id=dj0yJmk9RGVwM0xmSWF4UWN4JmQ9WVdrOVlrb3dkVVo0TkdrbWNHbzlNQS0tJnM9Y29uc3VtZXJzZWNyZXQmeD0xOA--&redirect_uri=https%3a%2f%2fidentity.telerik.com%2fv2%2ffed%2fsignin%2freturn&scope=openid&state=265BMsDw8ZdRk%2f9pcEib06x7k1kX97s9jD6hLtz8gRrg7mjNyUPlZB2swkDzcpRWjkwjpK%2bB9zL6aQ1lvmXg2Bb%2fgTnPFikQgbGygDrzuZaU910BNBKMjw%3d%3d&shouldSyncWithCrm=True,https://identity.telerik.com/v2/fed/telerik/authorize?provider=yahoo&client_id=http%3a%2f%2fwww.lean.telerik.com&redirect_uri=https%3a%2f%2fwww.telerik.com%2fsubmit-to-eloqua%2fsendfrompubliclogin%3fReturnUrl%3dhttps%253a%252f%252fwww.telerik.com%252fdownload-login-v2-kendoui%252fthank-you-for-downloading&response_type=code&state=5B045E3D2324F01B832F503B010011E0952F088F636D904C4C2631B3040C1BCA
41,https://blog.hu,1,Facebook,www.facebook.com/v2.12/dialog/oauth?client_id=217136951693260&redirect_uri=https%3A%2F%2Findapass.hu%2Fhybridauth%2F%3Fhauth.done%3DFacebook&state=f226e30462c043057cb45babbeda3f44&scope=email%2Cpublic_profile%2Cuser_birthday%2Cuser_hometown%2Cuser_location%2Cuser_friends&display=page,https://indapass.hu/providerlogin/?url=https%3A%2F%2Fblog.hu%2F&partner=bloghu&autologin=1
42,https://blog.hu,1,Facebook,www.facebook.com/v2.12/dialog/oauth?client_id=217136951693260&redirect_uri=https%3A%2F%2Findapass.hu%2Fhybridauth%2F%3Fhauth.done%3DFacebook&state=81ecac1ebbbb09e2bcd6e23f72203d03&scope=email%2Cpublic_profile%2Cuser_birthday%2Cuser_hometown%2Cuser_location%2Cuser_friends&display=page,https://indapass.hu/providerlogin/?partner=bloghu&url=https%3A%2F%2Fblog.hu&autologin=1
43,https://thumbtack.com,1,Google,accounts.google.com/signin/oauth?client_id=558942459212-62flp86vagt4ipqoeuv18ctg5l54m9h8.apps.googleusercontent.com&as=sBomizSY-BrJ_uB8NB4igg&destination=https://www.thumbtack.com&approval_state=!ChR5Uk43TjJzQzY2Z0U4TFZRUGthYxIfYzRYcmptU0hSU0lTSU5vbEVpbVNxcUVsNUFXdVpCWQ%E2%88%99ANKMe1QAAAAAW7pf7lCPotKHCvwWnNnvB2Nakgm7bzod&oauthgdpr=1&xsrfsig=AHgIfE-3O_ogX4DzzGkiADmncALDhHZExw,https://thumbtack.com/google/connect?connect_type=login
44,https://takhfifan.com,1,Yahoo!,api.login.yahoo.com/oauth2/request_auth?client_id=dj0yJmk9YXVrY01NTnNxbUduJmQ9WVdrOVFVOW9ha1Z4TkhNbWNHbzlNQS0tJnM9Y29uc3VtZXJzZWNyZXQmeD1kZQ--&redirect_uri=https%3A%2F%2Ftakhfifan.com%2Fsocialconnect%2Fyahoo%2Fconnect%2F&response_type=code&language=en-us,https://api.login.yahoo.com/oauth2/request_auth?client_id=dj0yJmk9YXVrY01NTnNxbUduJmQ9WVdrOVFVOW9ha1Z4TkhNbWNHbzlNQS0tJnM9Y29uc3VtZXJzZWNyZXQmeD1kZQ--&redirect_uri=https%3A%2F%2Ftakhfifan.com%2Fsocialconnect%2Fyahoo%2Fconnect%2F&response_type=code&language=en-us
45,https://coconala.com,1,Facebook,www.facebook.com/v2.9/dialog/oauth?client_id=351718318182401&redirect_uri=https%3A%2F%2Fcoconala.com%2Fusers%2Fauth%3Fhauth.done%3DFacebook&state=b92734020d86d55eec18849c7d2bcd80&sdk=php-sdk-3.2.3&scope=email&display=page,https://coconala.com/login/Facebook
46,https://guatemala.com,1,Facebook,www.facebook.com/v2.9/dialog/oauth?client_id=936078066413175&state=6e84fae8d96010010fe51fdc0f82e2e1&response_type=code&sdk=php-sdk-5.6.2&redirect_uri=https%3A%2F%2Fwww.guatemala.com%2Fwp-admin%2Fadmin-ajax.php%3Faction%3Dfb_callback&scope=public_profile%2Cemail,https://www.facebook.com/v2.9/dialog/oauth?client_id=936078066413175&state=6e84fae8d96010010fe51fdc0f82e2e1&response_type=code&sdk=php-sdk-5.6.2&redirect_uri=https%3A%2F%2Fwww.guatemala.com%2Fwp-admin%2Fadmin-ajax.php%3Faction%3Dfb_callback&scope=public_profile%2Cemail
47,https://cloudconvert.com,1,Facebook,www.facebook.com/v3.0/dialog/oauth?client_id=292078220902891&redirect_uri=https%3A%2F%2Fcloudconvert.com%2Flogin%2Fsocial%2Fcallback%2Ffacebook&scope=email&response_type=code&state=Uyu8KsUjFhOrMn3ofwg23fox5DzyMD04ZSUYNMQB,https://cloudconvert.com/login/social/redirect/facebook
48,https://cloudconvert.com,1,Google,accounts.google.com/signin/oauth?client_id=199590644126.apps.googleusercontent.com&as=viqNZKLqHGC5dke2Z9P4Ew&nosignup=1&destination=https://cloudconvert.com&approval_state=!ChRiUEZTbTBURW9EUmtKNm9jb3N4RxIfc3htSmpsNnQtMzRRSU5vbEVpbVNxcUZWTXV1dlpCWQ%E2%88%99ANKMe1QAAAAAW7pnsWtMK6QcQxut_vw_d_FeKduZS3ns&oauthgdpr=1&xsrfsig=AHgIfE8wP_yUtzvJv9kYTD4wZLX_7SSrzg,https://cloudconvert.com/login/social/redirect/google
49,https://cloudconvert.com,1,Twitter,api.twitter.com/oauth/authenticate?oauth_token=oPuj5gAAAAAANh5-AAABZkr-xDQ,https://cloudconvert.com/login/social/redirect/twitter
50,https://delfi.ee,1,Facebook,www.facebook.com/v2.9/dialog/oauth?client_id=156348547716611&state=w5bb916fb33aa4&response_type=code&sdk=php-sdk-5.5.0&redirect_uri=https%3A%2F%2Fekspresskonto.ee%2Fdelfi.ee%2Fsso%2Fidp.php%3Faction%3Dconnecting%26adapter%3D4&scope=email%2Cuser_birthday,https://ekspresskonto.ee/delfi.ee/sso/idp.php?action=preinit&adapter=4&s=ek&l=et&r=http%3A%2F%2Fwww.delfi.ee%2Fhttp%3A%2F%2Fekspresskonto.ee%2Flogin.php
51,https://delfi.ee,1,Twitter,api.twitter.com/oauth/authenticate?oauth_token=1IONiwAAAAAADtAvAAABZksB58E,https://ekspresskonto.ee/delfi.ee/sso/idp.php?action=preinit&adapter=3&s=ek&l=et&r=http%3A%2F%2Fwww.delfi.ee%2Fhttp%3A%2F%2Fekspresskonto.ee%2Flogin.php
52,https://delfi.ee,1,Google,accounts.google.com/signin/oauth?client_id=580007341860.apps.googleusercontent.com&as=dErS0DX2ITki09A3Z1ew4A&destination=https://ekspresskonto.ee&approval_state=!ChRMMWtHT2dLM0Q2R1BVOWZ2YkN3XxIfczNfYjhsRFplTElhSU5vbEVpbVNxcUdWd1Itd1pCWQ%E2%88%99ANKMe1QAAAAAW7poiQfo3wCdS2als-NO4-CIffcpWXBc&oauthgdpr=1&xsrfsig=AHgIfE91U0D9i6B-pgzHkPbu5gEuRjaGLw,https://ekspresskonto.ee/delfi.ee/sso/idp.php?action=preinit&adapter=1&s=ek&l=et&r=http%3A%2F%2Fwww.delfi.ee%2Fhttp%3A%2F%2Fekspresskonto.ee%2Flogin.php
53,https://rabota.ru,1,Facebook,www.facebook.com/v2.10/dialog/oauth?client_id=318688288266210&redirect_uri=https://passport.rabota.ru/social/facebook&state=116ll6&scope=email&response_type=code,https://rabota.ru/soclogin/2?referer=/
54,https://rabota.ru,1,Vk,oauth.vk.com/authorize?client_id=5922544&redirect_uri=https://passport.rabota.ru/social/vk&state=pieqq1&scope=4194304&response_type=code&v=5.59&display=page,https://rabota.ru/soclogin/1?referer=/
55,https://rabota.ru,1,Google,accounts.google.com/signin/oauth?client_id=512999216180-ir48d43c5utmvan9dvfjnsgqepvrmj9t.apps.googleusercontent.com&as=EjXxBFwFIgieFS1Qj_ONGA&destination=https://passport.rabota.ru&approval_state=!ChRoaExycEZRNktaTnc0eVAxVUNMMhIfczd4T3J1Unc2RlVSSU5vbEVpbVNxcUZWUXFld1pCWQ%E2%88%99ANKMe1QAAAAAW7pqtKd6I-BEYygerkBVDBJmWXRr61QD&oauthgdpr=1&xsrfsig=AHgIfE-FiQULNB6CP3nJ6LGQVADlcz0Qdg,https://rabota.ru/soclogin/6?referer=/
56,https://gartner.com,1,LinkedIn,www.linkedin.com/oauth/v2/authorization?response_type=code&client_id=77zbrjqa1rwl2q&state=eyJyZXF1ZXN0X2VudHJ5X3RpbWUiOiIxNTM4ODU3NjU2MjYzIiwiY3NyZl90b2tlbiI6Ikxpbmtl%0D%0AZEluVmFsaWRhdGlvbiIsImRlc3RVcmwiOiJodHRwczpcL1wvd3d3LmdhcnRuZXIuY29tXC9lbiJ9%0D%0A&redirect_uri=https%3A%2F%2Fwww.gartner.com%2Flogin%2Flinkedin%2Flogin.do,https://www.gartner.com/login/oauth/entry.do?reason=login&providerId=1&destUrl=https%3A%2F%2Fwww.gartner.com%2Fen
